Source,"Product 
Type",TableName,Source System FIeld Name,IMPACTED FIELD FOR RULE CODE (for DQ team reference),New_Rule_Code_Format,Data Field,Rule Description,Logic,main_table,main_column,sub_table,sub_column,dependency_table,dependency_column,rule_logic_desc
TCS,Loan,"TCS_JFALON
MIS006","TCS_JFALON.JFALON_N_LOAN_PURPOSE
MIS006.MI006_BOIS_CCRIS_FCLTY_TYP","Facility Type 
Purpose of Loan",Coll_Fac_Type_4_TCS,Facility Type,"If Fac Type = '34334' then PurposeofLoan <> 5200, 5100",,MIS006,MIS006.MI006_BOIS_CCRIS_FCLTY_TYP,TCS_JFALON,TCS_JFALON.JFALON_N_LOAN_PURPOSE,,,Not equals some values if another column = value
CLS,_,"INBLPARKWF
INL131WF","INBLPARKWFLKFTYP
INL131WF.BNMPCD","Facility Type 
Purpose of Loan",Coll_Fac_Type_5_CLS,Facility Type,If Facility Type = 34320 then Ori Tenure > 420 mth,,INBLPARKWF,INBLPARKWFLKFTYP,INL131WF,INL131WF.BNMPCD,,,Larger than a value when another column = value
TCS,Loan,"MIS006
TCS_JFADEP","MIS006.MI006_BOIS_CCRIS_FCLTY_TYP
TCS_JFADEP.JFADEP_N_TERM_DAY","Facility Type 
Purpose of Loan",Coll_Fac_Type_5_TCS,Facility Type,If Facility Type = '34320' then Ori Tenure > 420 mth,,MIS006,MIS006.MI006_BOIS_CCRIS_FCLTY_TYP,TCS_JFADEP,TCS_JFADEP.JFADEP_N_TERM_DAY,,,Larger than a value when another column = value
CLS,_,"INBLPARKWF
CFCOLD","INBLPARKWF.LKFTYP
CFCOLD.CCTENT","Facility Type
OriginalTenure",Coll_Fac_Type_6_CLS,Facility Type,If Facility Type = '34333' then Ori Tenure > 108 mth,,INBLPARKWF,"INBLPARKWF.LKFTYP
",CFCOLD,CFCOLD.CCTENT,,,Larger than a value when another column = value
TCS,Loan,"MIS006
TCS_JFADEP","MIS006.MI006_BOIS_CCRIS_FCLTY_TYP
TCS_JFADEP.JFADEP_N_TERM_DAY","Facility Type
OriginalTenure",Coll_Fac_Type_6_TCS,Facility Type,If Facility Type = '34333' then Ori Tenure > 108 mth,,MIS006,"MIS006.MI006_BOIS_CCRIS_FCLTY_TYP
",TCS_JFADEP,TCS_JFADEP.JFADEP_N_TERM_DAY,,,Larger than a value when another column = value
TCS,Loan,"MIS006
TCS_JFADEP","MIS006.MI006_BOIS_CCRIS_FCLTY_TYP
TCS_JFADEP.JFADEP_N_TERM_DAY","Facility Type
OriginalTenure",Coll_Fac_Type_7_TCS,Facility Type,If Facility Type = '34392' then Ori Tenure > 120 mth,,MIS006,MIS006.MI006_BOIS_CCRIS_FCLTY_TYP,TCS_JFADEP,TCS_JFADEP.JFADEP_N_TERM_DAY,,,Larger than a value when another column = value
TCS,Loan,"MIS006
MIS004","MIS006.MI006_BOIS_CCRIS_FCLTY_TYP
MIS004.MI004_CUSTOMER_TYPE","Facility Type
Entity Type",Coll_Fac_Type_8_TCS,Facility Type,If Facility Type = '34320' then Entity Type MUST be 11,,MIS006,MIS006.MI006_BOIS_CCRIS_FCLTY_TYP,,,,,Equals value if another column = value
CLS,_,"INBLPARKWF
CFMAST
INL131WF","INBLPARKWF.LKFTYP
CFMAST.CFCIFT
INL131WF.BNMPCD","Facility Type
Entity Type
Purpose of Loan",Coll_Fac_Type_9_CLS,Facility Type,If Facility Type = 34510 (Credit Card) & EntityType = '11' then Purpose of Loan <> 4500 (personal use),,INBLPARKWF,"INBLPARKWF.LKFTYP
",INL131WF,INL131WF.BNMPCD,,,Not equals value if column 1 = value 1 & column 2 = value 2
TCS,Loan,"MIS006
MIS004
TCS_JFALON","MIS006.MI006_BOIS_CCRIS_FCLTY_TYP
TCS_JFALON.JFALON_N_LOAN_PURPOSE
MIS004.MI004_CUSTOMER_TYPE","Facility Type
Purpose of Loan
Entity Type",Coll_Fac_Type_9_TCS,Facility Type,If Facility Type = 34510 (Credit Card) & EntityType = '11' then  Purpose of Loan <> 4500 (personal use),,MIS006,"MIS006.MI006_BOIS_CCRIS_FCLTY_TYP

","MIS004,TCS_JFALON","TCS_JFALON.JFALON_N_LOAN_PURPOSE
MIS004.MI004_CUSTOMER_TYPE",,,Not equals value if column 1 = value 1 & column 2 = value 2
TCS,Loan,MIS022,"MIS022.MI022_FORCD_SALE_VAL_DT
MIS022.MI022_COLM_TYPE
MIS022.MI022_CPRO_FORCD_SALE_VALUE","Forced Sale Date
Force Sale Value
Collateral type property ",Coll_Forced_Sale_Val_Dt_1_TCS,Forced Sale Date,Force Sale Dt <> null/blank or 0 if Force Sale Value > 0 for Coll type Prop or vehic,,MIS022,MIS022.MI022_FORCD_SALE_VAL_DT,MIS022,"MIS022.MI022_COLM_TYPE,MIS022.MI022_CPRO_FORCD_SALE_VALUE",,,Cannot be null/blank or 0 if column 1 > value with Collateral Type
TCS,Loan,MIS022,MIS022.MI022_FORCD_SALE_VAL_DT,Forced Sale Date,Coll_Forced_Sale_Val_Dt_2_TCS,Forced Sale Date,Forced Sale Dt _ Must be a valid Dt (YYYYMMDD),,MIS022,MIS022.MI022_FORCD_SALE_VAL_DT,,,,,Must be in valid date format
CLS,_,CFCOLD,"CFCOLD.CCFSLV
CFCOLD.CCDCOD","Forced Sale Value
Collateral type",Coll_Forced_Sale_Val_1_CLS,Forced Sale Value,"Forced Sale Value _ amt <> negative for bond, deposit, general, guarantee, Prop, shares, transfer contract, vehic & aircraft Coll type.",,CFCOLD,CFCOLD.CCFSLV,CFCOLD,CFCOLD.CCDCOD,,,Cannot be negative with Collateral Type
TCS,Loan,MIS022,"MIS022.MI022_CPRO_FORCD_SALE_VALUE
MIS022.MI022_COLM_TYPE","Force Sale Value
Collateral type property ",Coll_Forced_Sale_Val_1_TCS,Forced Sale Value,Forced Sale Value <> neg(_) for Prop & vehic Coll type,,MIS022,MIS022.MI022_CPRO_FORCD_SALE_VALUE,MIS022,MIS022.MI022_COLM_TYPE,,,Cannot be negative with Collateral Type
TCS,Loan,MIS022,"MIS022.MI022_GTEM_GUARANTEE_SCHME
MIS022.MI022_COLM_TYPE","Guarantee Scheme
Collateral type",Coll_Grntee_Scheme_1_TCS,Guarantee Scheme,Mandatory if colalteral type is under fin guaranteee.,,MIS022,MIS022.MI022_GTEM_GUARANTEE_SCHME,MIS022,MIS022.MI022_COLM_TYPE,,,Mandatory with collateral type
CLS,_,CFCOLD,CFCOLD.CCCIFN  ,Guarantor ID Number,Coll_Grntor_ID_2_CLS,Guarantor ID Number,Must not be any symbols or spaces in between the ID Num,,CFCOLD,CFCOLD.CCCIFN  ,,,,,Regex: Cannot have symbols or spaces in between
TCS,Loan,MIS006,MIS006.MI006_GAURANTOR_ID_NO,Guarantor ID Number,Coll_Grntor_ID_2_TCS,Guarantor ID Number,Must not be any symbols or spaces in between the ID Num,,MIS006,MIS006.MI006_GAURANTOR_ID_NO,,,,,Regex: Cannot have symbols or spaces in between
TCS,Loan,"MIS006
MIS004","MIS006.MI006_GAURANTOR_ID_NO
MIS004.MI004_ID_TYPE","Guarantor ID Number
Id Type",Coll_Grntor_ID_3_TCS,Guarantor ID Number,"If ID Type = '0006' (NRIC), format is 12N",,MIS006,MIS006.MI006_GAURANTOR_ID_NO,MIS004,MIS004.MI004_ID_TYPE,,,Regex: digits if another column = value
TCS,Loan,"MIS006
MIS004","MIS006.MI006_GAURANTOR_ID_NO
MIS004.MI004_ID_TYPE","Guarantor ID Number
Id Type",Coll_Grntor_ID_4_TCS,Guarantor ID Number,"If ID Type = 0009 BNM Assigned ID, format is 2N+3A+7N",,MIS006,MIS006.MI006_GAURANTOR_ID_NO,MIS004,MIS004.MI004_ID_TYPE,,,Regex: alphanumerics if another column = value
TCS,Loan,"MIS006
MIS004","MIS006.MI006_GAURANTOR_ID_NO
MIS004.MI004_ID_TYPE","Guarantor ID Number
Id Type",Coll_Grntor_ID_5_TCS,Guarantor ID Number,"If ID Type = '0002' (SSM), format is 6N + 1A or 7N + 1A",,MIS006,MIS006.MI006_GAURANTOR_ID_NO,MIS004,MIS004.MI004_ID_TYPE,,,Regex: alphanumerics if another column = value
CLS,_,CFCOLD,"CFCOLD.CCCIFN
CFMAST.CFSSCD","Guarantor ID Number
Id Type",Coll_Grntor_ID_6_CLS,Guarantor ID Number,"If ID Type ='0012' (Registered with East M'sia Dist), format is 2A+7N+1A or 9N+1A",,CFCOLD,CFCOLD.CCCIFN,CFMAST,CFMAST.CFSSCD,,,Regex: alphanumerics if another column = value
TCS,Loan,"MIS006
MIS004","MIS006.MI006_GAURANTOR_ID_NO
MIS004.MI004_ID_TYPE","Guarantor ID Number
Id Type",Coll_Grntor_ID_6_TCS,Guarantor ID Number,"If ID Type ='0012' (Registered with East M'sia Dist), format is 2A+7N+1A or 9N+1A",,MIS006,MIS006.MI006_GAURANTOR_ID_NO,MIS004,MIS004.MI004_ID_TYPE,,,
CLS,_,CFCOLD,"CFCOLD.CCCIFN
CFMAST.CFSSCD","Guarantor ID Number
Id Type",Coll_Grntor_ID_7_CLS,Guarantor ID Number,"If ID Type ='0004' (Soc/ Ass/JPPM), format is 1A+1N+4N",,CFCOLD,CFCOLD.CCCIFN,CFMAST,CFMAST.CFSSCD,,,Regex: alphanumerics if another column = value
TCS,Loan,"MIS006
MIS004","MIS006.MI006_GAURANTOR_ID_NO
MIS004.MI004_ID_TYPE","Guarantor ID Number
Id Type",Coll_Grntor_ID_7_TCS,Guarantor ID Number,"If ID Type ='0004' (Soc/ Ass/JPPM), format is 1A+1N+4N",,MIS006,MIS006.MI006_GAURANTOR_ID_NO,MIS004,MIS004.MI004_ID_TYPE,,,Regex: alphanumerics if another column = value
CLS,_,CFCOLD,"CFCOLD.CCCIFN
CFMAST.CFSSCD","Guarantor ID Number
Id Type",Coll_Grntor_ID_8_CLS,Guarantor ID Number,"If ID Type ='0013' (SKM/ Cooperatives Society), format is PPM + 3N + 2N + 8N",,CFCOLD,CFCOLD.CCCIFN,CFMAST,CFMAST.CFSSCD,,,Regex: alphanumerics if another column = value
TCS,Loan,"MIS006
MIS004","MIS006.MI006_GAURANTOR_ID_NO
MIS004.MI004_ID_TYPE","Guarantor ID Number
Id Type",Coll_Grntor_ID_8_TCS,Guarantor ID Number,"If ID Type ='0013' (SKM/ Cooperatives Society), format is PPM + 3N + 2N + 8N",,MIS006,MIS006.MI006_GAURANTOR_ID_NO,MIS004,MIS004.MI004_ID_TYPE,,,Regex: alphanumerics if another column = value
CLS,_,CFCOLD,CFCOLD.CCDNAM,Guarantor Name,Coll_Grntor_Name_1_CLS,Guarantor Name,Guarantor Name <> blank,,CFCOLD,CFCOLD.CCDNAM,,,,,Cannot be blank
TCS,Loan,MIS006,MIS006.MI006_BLDVTT_GUA1_NAME,Guarantor Name,Coll_Grntor_Name_1_TCS,Guarantor Name,Guarantor Name <> blank,,MIS006,MIS006.MI006_BLDVTT_GUA1_NAME,,,,,
CLS,_,CFCOLD,CFCOLD.CCDNAM,Guarantor Name,Coll_Grntor_Name_2_CLS,Guarantor Name,Must contain at least one alpha character,,CFCOLD,CFCOLD.CCDNAM,,,,,Regex: alphabets
TCS,Loan,MIS006,MIS006.MI006_BLDVTT_GUA1_NAME,Guarantor Name,Coll_Grntor_Name_2_TCS,Guarantor Name,Must contain at least one alpha character,,MIS006,MIS006.MI006_BLDVTT_GUA1_NAME,,,,,Regex: alphabets
CLS,_,CFCOLD,CFCOLD.CCPTYP,Instrument of Claim,Coll_Instrument_Of_Claim_1_CLS,Instrument of Claim,Instrument of claim <> blank,,CFCOLD,CFCOLD.CCPTYP,,,,,
TCS,Loan,MIS308,MIS308.MIS308_CHQM_INST_TYPE,Instrument of Claim,Coll_Instrument_Of_Claim_1_TCS,Instrument of Claim,Instrument of claim <> blank,,MIS308,MIS308.MIS308_CHQM_INST_TYPE,,,,,
CLS,_,CFCOLD,CFCOLD.CCLUSE,Land Use,Coll_Land_Use_1_CLS,Land Use,L& Use <> blank,,CFCOLD,CFCOLD.CCLUSE,,,,,Cannot be blank
TCS,Loan,MIS022,MIS022.MI022_CPRO_LAND_USE,Land Use,Coll_Land_Use_1_TCS,Land Use,L& Use <> blank,,MIS022,MIS022.MI022_CPRO_LAND_USE,,,,,Cannot be blank
CLS,_,CFCOLD,CFCOLD.CCDCMV,Market Price,Coll_Market_Price_1_CLS,Market Price,Market Price _ Blank is not allowed,,CFCOLD,CFCOLD.CCDCMV,,,,,Cannot be blank
TCS,Loan,MIS022,"MIS022.MI022_APPRAISAL_VALUE
MIS022.MI022_COLM_TYPE","Market Price
Collateral type",Coll_Market_Price_1_TCS,Market Price,Blank is not allowed for Prop & vehic Coll type,,MIS022,MIS022.MI022_APPRAISAL_VALUE,MIS022,MIS022.MI022_COLM_TYPE,,,Mandatory when another column = null/blank or zero
CLS,_,CFCOLD,"CFCOLD.CCDCMV
CFCOLD.CCPAMT","Market Price
Purchase Price S&P",Coll_Market_Price_2_CLS,Market Price,Field is mandatory if Purc Price S&P = 0 or null/blank.,,CFCOLD,CFCOLD.CCDCMV,CFCOLD,CFCOLD.CCPAMT,,,Mandatory when another column = null/blank or zero
TCS,Loan,MIS022,"MIS022.MI022_APPRAISAL_VALUE
MIS022.MI022_CSHR_TOTAL_VALUE
MIS022.MI022_RESERVD_VAL
MIS022.MI022_COLM_TYPE","Market Price
Purchase Price S&P
Reserve Value 
Collateral type",Coll_Market_Price_2_TCS,Market Price,Market Price _ M&atory if Purc Price S&P or Reserve Value is = 0 or null/blank for Prop & vehic Coll type,,MIS022,"MIS022.MI022_APPRAISAL_VALUE,MIS022.MI022_CSHR_TOTAL_VALUE,MIS022.MI022_RESERVD_VAL",MIS022,MIS022.MI022_COLM_TYPE,,,Mandatory when another column = null/blank or zero with Collateral Type
CLS,_,CFCOLD,CFCOLD.CCDCMV,Market Price,Coll_Market_Price_3_CLS,Market Price,Market Price _ amt <> in negative.,,CFCOLD,CFCOLD.CCDCMV,,,,,Cannot be negative
TCS,Loan,MIS022,MIS022.MI022_APPRAISAL_VALUE,Market Price,Coll_Market_Price_3_TCS,Market Price,Market Price _ amt <> in negative.,,MIS022,MIS022.MI022_APPRAISAL_VALUE,,,,,Cannot be negative
CLS,_,CFCOLD,"CFCOLD.CCDCMV
CFCOLD.CCPAMT
CFCOLD.CCRESV","Market Price
Purchase Price S&P 
Reserve Value",Coll_Market_Price_4_CLS,Market Price,If Purc Price S&P or Reserve Value = 0 or null/blank then Market Price <> blank,,CFCOLD,CFCOLD.CCDCMV,CFCOLD,"CFCOLD.CCPAMT,CFCOLD.CCRESV",,,Cannot be blank if column 1 or column 2 = value (including null/blank/0)
CLS,_,CFCOLD,"CFCOLD.CCDCMV
CFCOLD.CCGPCT","Market Price
Percentage Guaranteed ",Coll_Market_Price_5_CLS,Market Price,If Percentage Guaranteed (PCT_GNT) = 0 or null/blank then Market Price <> blank,,CFCOLD,"CFCOLD.CCDCMV
",CFCOLD,CFCOLD.CCGPCT,,,Cannot be blank if another column = value (including null/blank/0)
CLS,_,LNACCT,LNACCT.ACRELP,Nature of Guarantee,Coll_Nature_Grntee_1_CLS,Nature of Guarantee,Nature of Guarantee <> blank,,LNACCT,LNACCT.ACRELP,,,,,Cannot be blank
TCS,Loan,MIS022,MIS022.MI022_GTEM_NATURE_GAURANTEE,Nature of Guarantee,Coll_Nature_Grntee_1_TCS,Nature of Guarantee,Nature of Guarantee <> blank,,MIS022,MIS022.MI022_GTEM_NATURE_GAURANTEE,,,,,Mandatory and cannot be blank with Collateral Type
CLS,_,CFCOLD,"CFCOLD.CCGPCT
CFCOLD.CCDCOD","Percentage Guaranteed
Collateral type",Coll_Percentage_Grnteed_1_CLS,Percentage Guaranteed,Percentage Guaranteed _ M&atory & Blank is not allowed if Coll type is guarantee,,CFCOLD,CFCOLD.CCGPCT,CFCOLD,CFCOLD.CCDCOD,,,Mandatory and cannot be blank with Collateral Type
TCS,Loan,MIS022,"MIS022.MI022_GTEM_COVER_PERCENTAGE
MIS022.MI022_COLM_TYPE","Percentage Guaranteed
Collateral type",Coll_Percentage_Grnteed_1_TCS,Percentage Guaranteed,Percentage Guaranteed _ M&atory & Blank is not allowed if Coll typeis guarantee,,MIS022,MIS022.MI022_GTEM_COVER_PERCENTAGE,MIS022,MIS022.MI022_COLM_TYPE,,,Mandatory and cannot be blank with Collateral Type
CLS,_,CFCOLD,"CFCOLD.CCGPCT
CFCOLD.CCDCOD","Percentage Guaranteed
Collateral type",Coll_Percentage_Grnteed_2_CLS,Percentage Guaranteed,Percentage Guaranteed _ amt <> negative for Personal/Institution Guarantee Coll type,,CFCOLD,CFCOLD.CCGPCT,CFCOLD,CFCOLD.CCDCOD,,,Cannot be negative with Collateral Type
TCS,Loan,MIS022,MIS022.MI022_GTEM_COVER_PERCENTAGE,Percentage Guaranteed _ Amount ,Coll_Percentage_Grnteed_2_TCS,Percentage Guaranteed,Percentage Guaranteed _ amt <> in negative.,,MIS022,MIS022.MI022_GTEM_COVER_PERCENTAGE,,,,,Cannot be negative with Collateral Type
TCS,Loan,MIS022,"MIS022.MI022_CPRO_LAST_VALUE_DT
MI022_COLM_TYPE
MI022_APPRAISAL_VALUE","Property Last Valuation Dat
Market Price",Coll_Property_Last_Val_Dt_1_TCS,Property Last Valuation Date,Prop Last Valuation Dt _ M&atory if Market Price > 0 for Coll type = Prop,,MIS022,MIS022.MI022_CPRO_LAST_VALUE_DT,MIS022,"MIS022.MI022_COLM_TYPE,MIS022.MI022_APPRAISAL_VALUE",,,Mandatory when another column > value with collateral type
TCS,Loan,MIS022,MIS022.MI022_CPRO_LAST_VALUE_DT,Property Last Valuation Date,Coll_Property_Last_Val_Dt_2_TCS,Property Last Valuation Date,Prop Last Valuation Dt _ Must be a valid Dt (YYYYMMDD),,MIS022,MIS022.MI022_CPRO_LAST_VALUE_DT,,,,,Must be in valid date format
CLS,_,CFCOLD,"CFCOLD.CCPCDE
CFCOLD.CCDCOD","Property Location Postcode 
Collateral type",Coll_Property_Postcode_1_CLS,Property Location Postcode,Prop Location Postcd <> null/blank if Coll type is Prop,,CFCOLD,"CFCOLD.CCPCDE
",CFCOLD,CFCOLD.CCDCOD,,,Cannot be null/blank with collateral type
TCS,Loan,MIS022,"MIS022.MI022_CPRO_POST_CODE
MIS022.MI022_COLM_TYPE","Property Location Postcode 
Collateral type",Coll_Property_Postcode_1_TCS,Property Location Postcode,Prop Location Postcd <> null/blank if Coll type is Prop,,MIS022,MIS022.MI022_CPRO_POST_CODE,MIS022,MIS022.MI022_COLM_TYPE,,,Cannot be null/blank with collateral type
CLS,_,CFCOLD,CFCOLD.CCPTYP,Property Type,Coll_Property_Type_1_CLS,Property Type,Prop Type <> blank,,CFCOLD,CFCOLD.CCPTYP,,,,,Cannot be blank
TCS,Loan,MIS006,MIS006.MI006_PROPERTY_TYPE,Property Type,Coll_Property_Type_1_TCS,Property Type,Prop Type <> blank,,MIS006,MIS006.MI006_PROPERTY_TYPE,,,,,Cannot be blank
CLS,_,CFCOLD,"CFCOLD.CCPAMT
CFCOLD.CCDCOD
CFCOLD.CCDCMV","Purchase Price
Market Value
Collateral type",Coll_Purchase_Price_1_CLS,Purchase Price,Purc Price _ M&atory if Market Value = 0 or null/blank for Prop & aircraft Coll type.,,CFCOLD,CFCOLD.CCPAMT,CFCOLD,"CFCOLD.CCDCOD,CFCOLD.CCDCMV",,,Mandatory when another column = null/blank or zero with Collateral Type
TCS,Loan,MIS022,"MIS022.MI022_CSHR_TOTAL_VALUE
MI022_RESERVD_VAL
MI022_APPRAISAL_VALUE","Purchase Price 
Market Value or Reserve value ",Coll_Purchase_Price_1_TCS,Purchase Price,Purc Price _ M&atory if Market Value or Reserve value is blank/null or 0.,,MIS022,MIS022.MI022_CSHR_TOTAL_VALUE,MIS022,"MIS022.MI022_RESERVD_VAL,MIS022.MI022_APPRAISAL_VALUE",,,Mandatory when another column = null/blank or zero with Collateral Type
TCS,Loan,MIS022,"MIS022.MI022_CSHR_TOTAL_VALUE
MIS022.MI022_COLM_TYPE","Purchase Price
Collateral type ",Coll_Purchase_Price_2_TCS,Purchase Price,Purc Price Blank not allow for Prop & vehic Coll type,,MIS022,MIS022.MI022_CSHR_TOTAL_VALUE,MIS022,MIS022.MI022_COLM_TYPE,,,Cannot be blank with collateral type
TCS,Loan,MIS022,MIS022.MI022_CSHR_TOTAL_VALUE,Purchase Price ,Coll_Purchase_Price_3_TCS,Purchase Price,Purc Price _ amt <> in negative.,,MIS022,MIS022.MI022_CSHR_TOTAL_VALUE,,,,,Cannot be negative
CLS,_,INL131WF,INL131WF.BNMPCD,Purpose of Loan,Coll_Pur_Loan_1_CLS,Purpose Of Loan,Purpose of Loan <> blank,,INL131WF,INL131WF.BNMPCD,,,,,Cannot be blank
TCS,Loan,TCS_JFALON,TCS_JFALON.JFALON_N_LOAN_PURPOSE,Purpose of Loan,Coll_Pur_Loan_1_TCS,Purpose Of Loan,Purpose of Loan <> blank,,TCS_JFALON,TCS_JFALON.JFALON_N_LOAN_PURPOSE,,,,,Cannot be blank
CLS,_,"INL131WF
CFMAST","INL131WF.BNMPCD
CFMAST.CFCIFT","Purpose of Loan
Entity Type",Coll_Pur_Loan_2_CLS,Purpose Of Loan,"If Purpose of Loan '2110','2122','2124','2121','2123','2129','5500''4100','4500', then EntityType <> '11'",,INL131WF,INL131WF.BNMPCD,,,,,Not equals value if another column = some values
TCS,Loan,"TCS_JFALON
MIS004","TCS_JFALON.JFALON_N_LOAN_PURPOSE
MIS004.MI004_CUSTOMER_TYPE","Purpose of Loan
Entity Type",Coll_Pur_Loan_2_TCS,Purpose Of Loan,"If Purpose of Loan '2110','2122','2124','2121','2123','2129','5500''4100','4500', then EntityType <> '11'",,TCS_JFALON,TCS_JFALON.JFALON_N_LOAN_PURPOSE,,,,,Not equals value if another column = some values
CLS,_,"INL131WF
CFMAST","INL131WF.BNMPCD
CFMAST.CFCIFT","Purpose of Loan
Entity Type",Coll_Pur_Loan_3_CLS,Purpose Of Loan,"If Purpose of Loan '2210','2322','2324','2321','2323','2329','5300', then EntityType = '11'",,INL131WF,INL131WF.BNMPCD,,,,,Not equals value if another column = some values
TCS,Loan,"TCS_JFALON
MIS004","TCS_JFALON.JFALON_N_LOAN_PURPOSE
MIS004.MI004_CUSTOMER_TYPE","Purpose of Loan
Entity Type",Coll_Pur_Loan_3_TCS,Purpose Of Loan,"If Purpose of Loan '2210','2322','2324','2321','2323','2329','5300', then EntityType = '11'",,TCS_JFALON,TCS_JFALON.JFALON_N_LOAN_PURPOSE,MIS004,MIS004.MI004_CUSTOMER_TYPE,,,Not equals value if another column = some values
CLS,_,"INL131WF
INBLPARKWF","INL131WF.BNMPCD
INBLPARKWF.LKFTYP","Purpose of Loan
FacilityType",Coll_Pur_Loan_4_CLS,Purpose Of Loan,"If Purpose of Loan '2110','2210','2310', then FacilityType <> '34391','34371',' 34320'",,INL131WF,INL131WF.BNMPCD,INBLPARKWF,INBLPARKWF.LKFTYP,,,Not equals some values when another value = some values
TCS,Loan,"TCS_JFALON
MIS006","TCS_JFALON.JFALON_N_LOAN_PURPOSE
MIS006.MI006_BOIS_CCRIS_FCLTY_TYP","Facility Type 
Purpose of Loan",Coll_Pur_Loan_4_TCS,Purpose Of Loan,"If Purpose of Loan '2110','2210','2310',then FacilityType <> '34391','34371',' 34320'",,TCS_JFALON,TCS_JFALON.JFALON_N_LOAN_PURPOSE,MIS006,MIS006.MI006_BOIS_CCRIS_FCLTY_TYP,,,Not equals some values when another value = some values
TCS,Loan,MIS022,"MIS022.MI022_RESERVD_VAL
MIS022.MI022_APPRAISAL_VALUE
MIS022.MI022_COLM_TYPE","Reserve Value 
Market Price or Purchase Price 
Collateral type",Coll_Reserve_Val_1_TCS,Reserve Value,Reserve Value _ M&atory if Market Price or Purc Price is null/blank or 0 for Prop Coll,,MIS022,MIS022.MI022_RESERVD_VAL,MIS022,"MIS022.MI022_APPRAISAL_VALUE,MIS022.MI022_COLM_TYPE",,,Mandatory when column 1 or column 2 = null/blank or zero with Collateral Type
CLS,_,CFCOLD,"CFCOLD.CCRESV
CFCOLD.CCDCOD","Reserve Value 
Collateral type",Coll_Reserve_Val_2_CLS,Reserve Value,Reserve Value _ amt <> in negative for vehic Coll type,,CFCOLD,CFCOLD.CCRESV,CFCOLD,CFCOLD.CCDCOD,,,Cannot be negative with Collateral Type
TCS,Loan,MIS022,MIS022.MI022_RESERVD_VAL,Reserve Value ,Coll_Reserve_Val_2_TCS,Reserve Value,Reserve Value _ amt <> in negative.,,MIS022,MIS022.MI022_RESERVD_VAL,,,,,Cannot be negative
TCS,Loan,MIS022,"MIS022.MI022_RESERVD_VAL_DT
MI022_RESERVD_VAL","Reserve Value Date
Reserve Value ",Coll_Reserve_Val_Dt_1_TCS,Reserve Value Date,Reserve Value Dt _ M&atory if Reserve Value is > 0,,MIS022,MIS022.MI022_RESERVD_VAL_DT,MIS022,MI022_RESERVD_VAL,,,Mandatory when another column > value
TCS,Loan,MIS022,MIS022.MI022_RESERVD_VAL_DT,Reserve Value Date,Coll_Reserve_Val_Dt_2_TCS,Reserve Value Date,Reserve Value Dt _ Must be a valid Dt (YYYYMMDD),,MIS022,MIS022.MI022_RESERVD_VAL_DT,,,,,Must be in valid date format
TCS,Loan,MIS022,"MIS022.MI022_CPRO_SFO
MIS022.MI022_COLM_TYPE","Safe for Occupancy
Collateral type",Coll_Safe_For_Occupancy_1_TCS,Safe for Occupancy,Field <> blank/null/zero if Coll type is Prop,,MIS022,MIS022.MI022_CPRO_SFO,MIS022,MIS022.MI022_COLM_TYPE,,,Cannot be blank/null or 0 with Collateral Type
CLS,_,CFCOLD,"CFCOLD.CCDSID
CFCOLD.CCDCOD","Share Counter Code
Collateral type",Coll_Share_Counter_Cd_1_CLS,Share Counter Code,Share Counter cd _ <> null/zero for shares Coll type.,,CFCOLD,CFCOLD.CCDSID,CFCOLD,CFCOLD.CCDCOD,,,Coll_Share_Counter_Cd_1_CLS
TCS,Loan,MIS022,"MIS022.MI022_CSHR_SHARE_COUNTR_CODE
MIS022.MI022_COLM_TYPE","Share Counter Code
Collateral type",Coll_Share_Counter_Cd_1_TCS,Share Counter Code,Value <> null/zero if the Coll type is share/equity,,MIS022,MIS022.MI022_CSHR_SHARE_COUNTR_CODE,MIS022,MIS022.MI022_COLM_TYPE,,,Cannot be null or 0 with Collateral Type
CLS,_,CFCOLD,"CFCOLD.CCDSHR
CFCOLD.CCDCOD
CFCOLD.CCDSID","Share Quantity
Collateral type",Coll_Share_Qty_1_CLS,Share Quantity,Share Quantity _ M&atory if share counter cd got value & also m&atory for bonds & shares Coll type.,,CFCOLD,CFCOLD.CCDSHR,CFCOLD,"CFCOLD.CCDSID,CFCOLD.CCDCOD",,,Mandatory when another column has value with Collateral Type
TCS,Loan,MIS022,"MIS022.MI022_GTEM_NATURE_GAURANTEE
MIS022.MI022_COLM_TYPE","Type of Guarantor
Collateral type",Coll_Grntor_Type_1_TCS,Type of Guarantor,Type of Guarantor _ M&atory if Coll type is guarantor.,,MIS022,MIS022.MI022_GTEM_NATURE_GAURANTEE,MIS022,MIS022.MI022_COLM_TYPE,,,Mandatory with collateral type
CLS,_,CFCOLD,"CFCOLD.CCVALC
CFCOLD.CCOFF6","Valuer
Valuation Date",Coll_Valuer_1_CLS,Valuer,Valuer <> BLANK if Valuation Dt have value,,CFCOLD,CFCOLD.CCVALC,CFCOLD,CFCOLD.CCOFF6,,,Cannot be blank if another column has value
